,location,total_sqft,bath,price,bhk,encoded_loc
5561,others,1350.0,3,68.0,3,245
5562,Raja Rajeshwari Nagar,1400.0,2,48.0,3,197
5563,Kaggadasapura,1560.0,2,72.0,3,125
5564,Mallasandra,1810.0,3,57.0,4,166
5565,others,2274.24,4,160.0,3,245
5566,Sonnenahalli,1484.0,3,74.18,3,218
5567,others,1455.0,2,55.0,3,245
5568,Thanisandra,2280.0,4,184.0,3,223
5569,Bharathi Nagar,1351.0,2,74.0,2,45
5570,Kanakpura Road,1223.0,2,42.81,3,135
5571,KR Puram,1430.0,2,61.0,3,122
5572,Sarjapur  Road,984.0,2,55.0,2,207
5573,Jalahalli,1770.0,3,100.0,3,118
5574,Margondanahalli,1140.0,2,60.0,2,170
5575,Bommanahalli,1170.0,2,34.0,2,50
5576,others,1570.0,3,80.0,3,245
5577,Nagappa Reddy Layout,1495.0,2,65.0,3,179
5578,Hoodi,1530.0,2,67.0,3,103
5579,Gunjur,1800.0,3,70.0,3,90
5580,Bellandur,1088.0,2,48.0,2,43
5581,Hosa Road,1533.0,3,98.18,3,107
5582,Rachenahalli,1100.0,2,68.0,2,196
5583,Thubarahalli,1540.0,3,90.0,3,225
5584,Hebbal,1244.0,3,48.0,2,98
5585,Hosa Road,1040.0,2,68.59,2,107
5586,Begur Road,1260.0,2,39.69,2,42
5587,Thigalarapalya,1245.0,2,100.0,2,224
5588,others,1350.0,3,75.0,3,245
5589,Vijayanagar,920.0,2,60.0,2,235
5590,others,2300.0,7,160.0,6,245
5591,Yelahanka New Town,2095.0,3,109.0,4,242
5592,Begur Road,1100.0,2,71.42,2,42
5593,Vijayanagar,1019.0,2,58.0,2,235
5594,Harlur,1756.0,3,128.0,3,97
5595,Bommasandra,1280.0,3,50.0,3,51
5596,Whitefield,2134.0,4,118.0,3,239
5597,Hosa Road,1369.1,2,98.0,2,107
5598,others,2515.0,4,155.0,3,245
5599,Thigalarapalya,2215.0,4,154.0,3,224
5600,others,1440.0,3,72.0,3,245
5601,Hennur Road,1186.0,2,55.33,3,102
5602,Hebbal,1800.0,3,140.0,3,98
5603,Kudlu,1600.0,3,79.0,3,155
5604,GM Palaya,1000.0,2,35.0,2,82
5605,Kambipura,1082.0,2,45.5,3,131
5606,Nagarbhavi,1050.0,2,80.0,2,180
5607,others,1200.0,2,56.0,2,245
5608,Begur,3500.0,4,185.0,3,41
5609,Dasarahalli,1220.0,2,52.0,2,67
5610,Binny Pete,1970.0,3,164.0,3,48
5611,Kanakapura,2130.0,4,120.0,4,134
5612,Harlur,1749.0,3,120.0,3,97
5613,Doddaballapur,1590.0,2,48.0,3,71
5614,others,1670.0,3,75.0,3,245
5615,Hennur Road,2264.0,3,168.0,3,102
5616,Begur,1100.0,2,55.0,2,41
5617,Chandapura,674.0,1,19.9,2,58
5618,Electronics City Phase 1,1125.0,2,65.0,2,80
5619,Nagavara,1125.0,2,44.5,2,182
5620,others,700.0,2,29.0,2,245
5621,BTM Layout,1300.0,2,75.0,3,26
5622,JP Nagar,1600.0,3,83.0,3,116
5623,Magadi Road,1052.0,2,60.0,3,163
5624,Devarachikkanahalli,1130.0,2,36.0,2,69
5625,Electronic City,1500.0,2,63.0,3,78
5626,Gottigere,1230.0,2,52.0,3,87
5627,Haralur Road,1520.0,2,85.0,3,96
5628,Kanakpura Road,525.0,1,26.25,1,135
5629,Hosa Road,1040.0,2,61.0,2,107
5630,others,1300.0,2,67.0,3,245
5631,Old Airport Road,2690.0,4,201.0,4,187
5632,Panathur,1140.0,2,51.2,2,191
5633,Nagavarapalya,646.0,1,25.84,1,183
5634,Kadugodi,1890.0,4,125.0,3,124
5635,Whitefield,1458.0,2,62.0,3,239
5636,Green Glen Layout,1970.0,3,160.0,3,88
5637,Whitefield,1808.0,4,80.0,3,239
5638,Balagere,1007.0,2,67.0,2,28
5639,Doddathoguru,1105.0,2,50.0,2,73
5640,Raja Rajeshwari Nagar,1170.0,2,50.0,2,197
5641,Chandapura,1080.0,2,45.0,2,58
5642,Kaggalipura,1150.0,2,62.0,3,126
5643,Ramamurthy Nagar,1200.0,2,57.9,2,201
5644,Kudlu Gate,1656.0,3,75.0,3,156
5645,KR Puram,1040.0,2,50.0,2,122
5646,Hosur Road,1085.0,2,33.7,2,110
5647,others,1215.0,2,49.75,3,245
5648,NRI Layout,2150.0,4,115.0,4,177
5649,Panathur,1210.0,2,77.0,2,191
5650,others,1050.0,2,55.0,2,245
5651,Malleshpalya,1421.0,2,90.0,2,167
5652,Old Madras Road,1425.0,2,74.31,3,188
5653,Budigere,1162.0,2,58.0,2,55
5654,Whitefield,905.0,1,60.0,1,239
5655,Sarjapur  Road,914.0,2,32.0,2,207
5656,others,1258.0,2,58.0,2,245
5657,Hormavu,3500.0,4,289.0,4,106
5658,Whitefield,1537.0,2,70.0,3,239
5659,Chikkalasandra,1230.0,2,53.51,3,62
5660,Hosur Road,2000.0,4,69.0,4,110
5661,others,3000.0,4,130.0,8,245
5662,Indira Nagar,3200.0,3,250.0,4,115
5663,Anjanapura,950.0,2,32.0,2,19
5664,Marathahalli,4000.0,4,200.0,4,169
5665,Yelahanka,1282.0,2,48.72,3,241
5666,Jakkur,1220.0,2,49.0,3,117
5667,7th Phase JP Nagar,1415.0,3,65.0,3,7
5668,Green Glen Layout,1728.0,3,125.0,3,88
5669,Yelahanka,3990.0,4,260.0,4,241
5670,Kasavanhalli,1495.0,2,83.0,2,138
5671,Yeshwanthpur,2501.0,3,138.0,3,244
5672,Kanakpura Road,381.0,1,28.0,1,135
5673,Hennur Road,2002.0,3,120.0,3,102
5674,others,3200.0,3,260.0,3,245
5675,Banjara Layout,1200.0,2,70.0,2,35
5676,Bommasandra,1942.0,3,90.0,3,51
5677,others,1450.0,3,90.0,3,245
5678,Electronic City,1039.0,2,50.0,2,78
5679,Old Madras Road,1210.0,2,80.0,2,188
5680,Yelahanka,1620.0,3,90.0,3,241
5681,Hebbal Kempapura,3408.0,3,260.0,3,99
5682,Marathahalli,1314.0,2,55.0,2,169
5683,Bisuvanahalli,945.0,2,33.0,2,49
5684,Nehru Nagar,1374.0,3,72.0,3,185
5685,Kanakpura Road,1603.0,3,113.0,3,135
5686,Kengeri,1230.0,2,52.0,3,143
5687,Basavangudi,670.0,1,50.0,1,38
5688,Sarjapur  Road,1864.0,3,105.0,4,207
5689,Hosa Road,2500.0,3,100.0,3,107
5690,Raja Rajeshwari Nagar,1625.0,2,54.0,3,197
5691,Whitefield,1186.0,2,55.0,2,239
5692,Electronic City,770.0,1,39.9,2,78
5693,Varthur,1085.0,2,45.0,2,231
5694,Dodsworth Layout,1893.0,3,115.0,3,74
5695,Kundalahalli,1496.0,2,78.0,3,158
5696,Electronics City Phase 1,1550.0,2,82.0,3,80
5697,Marathahalli,1200.0,2,58.17,3,169
5698,Electronic City Phase II,1286.0,2,69.0,2,79
5699,Hebbal,1860.0,3,95.0,3,98
5700,Haralur Road,1243.0,2,45.0,2,96
5701,Brookefield,1200.0,2,75.0,2,54
5702,Sarjapur,1044.0,2,32.0,2,206
5703,7th Phase JP Nagar,1040.0,2,41.59,2,7
5704,8th Phase JP Nagar,1125.0,2,36.94,2,8
5705,Subramanyapura,1278.0,2,59.0,3,219
5706,others,2400.0,6,98.0,6,245
5707,others,1250.0,2,43.0,2,245
5708,Vijayanagar,2400.0,6,125.0,5,235
5709,Lakshminarayana Pura,1210.0,2,75.0,2,161
5710,Sarjapur  Road,1157.0,2,57.84,3,207
5711,Raja Rajeshwari Nagar,1185.0,2,51.15,2,197
5712,Kalena Agrahara,1450.0,3,100.0,3,128
5713,Old Madras Road,1859.0,3,121.0,3,188
5714,Ramamurthy Nagar,1305.0,3,60.0,3,201
5715,others,1200.0,2,100.0,3,245
5716,Thanisandra,1165.5,1,35.285,1,223
5717,Kasavanhalli,5000.0,0,400.0,2,138
5718,Sarjapur  Road,1150.0,2,36.8,2,207
5719,Whitefield,1806.0,3,85.0,3,239
5720,Kudlu,1027.0,2,42.0,2,155
5721,Uttarahalli,1002.0,2,40.08,2,230
5722,Electronic City Phase II,1220.0,2,36.21,3,79
5723,Whitefield,1109.0,2,35.22,2,239
5724,Hennur Road,1232.0,2,69.6,2,102
5725,Kalyan nagar,1250.0,2,65.0,2,130
5726,Raja Rajeshwari Nagar,1255.0,2,53.87,2,197
5727,Akshaya Nagar,1434.0,3,84.0,3,12
5728,Doddathoguru,925.0,2,30.0,2,73
5729,Jakkur,1858.0,3,123.0,3,117
5730,others,1205.0,2,70.0,2,245
5731,others,1500.0,3,90.0,3,245
5732,Thanisandra,965.0,2,56.0,2,223
5733,Battarahalli,1636.0,2,82.89,2,40
5734,Whitefield,1216.0,2,67.0,2,239
5735,Yelahanka,654.0,1,36.25,1,241
5736,Chikkabanavar,2460.0,7,80.0,4,61
5737,others,1190.0,2,41.0,2,245
5738,Budigere,1636.0,3,92.0,3,55
5739,Hennur Road,1195.0,2,73.0,2,102
5740,others,1250.0,2,67.0,2,245
5741,Whitefield,1452.0,3,90.0,3,239
5742,Thanisandra,1546.0,3,95.0,3,223
5743,Sarjapur  Road,5039.0,6,142.0,4,207
5744,Naganathapura,2260.0,3,80.0,2,178
5745,others,2700.0,3,90.0,4,245
5746,JP Nagar,3000.0,3,150.0,4,116
5747,others,375.0,1,26.0,1,245
5748,Balagere,1007.0,2,66.0,2,28
5749,Kanakpura Road,1590.0,1,125.0,1,135
5750,Hennur Road,1020.0,2,47.0,2,102
5751,others,800.0,3,59.5,2,245
5752,Marathahalli,1125.0,2,55.0,2,169
5753,others,909.0,2,43.0,3,245
5754,Dodsworth Layout,1400.0,2,85.0,2,74
5755,Kadugodi,1152.0,2,61.0,2,124
5756,Subramanyapura,958.0,2,34.49,2,219
5757,Old Madras Road,2990.0,5,173.0,3,188
5758,Bellandur,1310.0,2,85.0,2,43
5759,Hosur Road,1590.0,2,126.0,3,110
5760,Green Glen Layout,1645.0,3,110.0,3,88
5761,others,1800.0,2,100.0,3,245
5762,Thanisandra,1795.0,3,150.0,3,223
5763,Thanisandra,1087.0,1,38.535,1,223
5764,Kalkere,925.0,2,70.0,2,129
5765,Basavangudi,1542.14,3,120.0,3,38
5766,Thanisandra,1430.0,2,54.0,3,223
5767,Bommanahalli,1020.0,2,55.0,2,50
5768,Electronic City Phase II,1140.0,2,32.92,2,79
5769,Anekal,967.0,2,45.0,3,18
5770,Hebbal,2470.0,4,203.0,4,98
5771,others,850.0,1,35.5,2,245
5772,others,1100.0,2,32.0,2,245
5773,Thanisandra,1697.0,3,110.0,3,223
5774,Varthur,1250.0,2,47.0,2,231
5775,Gottigere,1120.0,2,50.0,2,87
5776,NRI Layout,1200.0,4,95.0,4,177
5777,Hennur Road,5100.0,6,375.0,5,102
5778,Hebbal,1200.0,2,52.0,2,98
5779,Devarachikkanahalli,1417.0,2,76.0,3,69
5780,Thanisandra,1492.0,3,88.0,3,223
5781,Devanahalli,1498.0,3,79.15,3,68
5782,Kundalahalli,1010.0,2,48.27,2,158
5783,Channasandra,1050.0,2,35.0,2,59
5784,Hegde Nagar,1847.0,3,125.0,3,100
5785,others,1200.0,2,55.0,2,245
5786,Bellandur,982.0,2,37.28,2,43
5787,Hegde Nagar,2144.6,4,145.0,3,100
5788,Kengeri,750.0,2,36.5,2,143
5789,Electronic City,919.0,2,35.0,2,78
5790,Budigere,1087.0,2,54.3,2,55
5791,others,1480.0,3,74.0,3,245
5792,Tindlu,1180.0,2,52.0,2,227
5793,Jigani,1221.0,3,65.0,3,120
5794,Thanisandra,2072.0,3,122.0,3,223
5795,Whitefield,1600.0,3,69.0,3,239
5796,Sahakara Nagar,2200.0,3,98.0,3,203
5797,Kaikondrahalli,1253.0,2,81.5,2,127
5798,Hennur Road,1061.0,2,54.92,2,102
5799,Marathahalli,1950.0,3,115.0,3,169
5800,Marathahalli,1250.0,2,68.0,2,169
5801,Hennur Road,1585.0,2,80.0,3,102
5802,Kammasandra,1015.0,2,37.0,2,133
5803,Begur Road,3695.5,6,118.0,4,42
5804,Marathahalli,1125.0,2,56.8,2,169
5805,Electronic City Phase II,1116.0,2,40.0,2,79
5806,Kasavanhalli,4000.0,4,325.0,4,138
5807,Old Madras Road,1300.0,2,100.0,2,188
5808,Raja Rajeshwari Nagar,1419.0,2,60.42,2,197
5809,others,1310.0,2,55.0,3,245
5810,Thigalarapalya,2072.0,4,152.0,3,224
5811,Kaggadasapura,1240.0,2,58.58,2,125
5812,Chamrajpet,1565.0,3,98.91,3,57
5813,Budigere,1820.0,3,89.0,3,55
5814,Gubbalala,2500.0,3,88.0,3,89
5815,Hosa Road,1245.0,2,62.0,2,107
5816,GM Palaya,1315.0,3,65.0,3,82
5817,Kenchenahalli,1410.0,2,73.0,3,142
5818,Dasarahalli,1375.0,2,60.0,2,67
5819,Old Madras Road,1299.0,2,95.0,2,188
5820,others,993.0,2,45.5,2,245
5821,Bommasandra Industrial Area,1200.0,3,45.0,2,52
5822,others,2400.0,5,180.0,4,245
5823,Hoodi,1655.0,3,131.0,3,103
5824,Whitefield,2830.0,5,190.0,4,239
5825,Sector 1 HSR Layout,6000.0,1,276.0,1,209
5826,others,825.0,2,40.0,1,245
5827,Begur Road,1634.0,3,111.0,3,42
5828,Banaswadi,1222.0,2,80.0,2,34
5829,Gottigere,1500.0,3,63.0,3,87
5830,Akshaya Nagar,1890.0,4,100.0,3,12
5831,Hulimavu,850.0,1,39.5,2,111
5832,Whitefield,1295.0,2,78.5,2,239
5833,Sarjapur  Road,1320.0,2,100.0,2,207
5834,2nd Stage Nagarbhavi,3000.0,3,170.0,4,3
5835,Harlur,1197.0,2,82.0,2,97
5836,others,1320.0,2,60.0,3,245
5837,Whitefield,840.0,1,57.6,1,239
5838,Raja Rajeshwari Nagar,1693.0,3,71.38,3,197
5839,Kodihalli,1000.0,2,62.0,2,149
5840,Babusapalaya,1305.0,2,70.0,2,27
5841,Kodichikkanahalli,450.0,1,18.0,1,146
5842,CV Raman Nagar,705.0,1,57.0,1,56
5843,Tumkur Road,4800.0,5,150.0,5,228
5844,Whitefield,1991.0,3,104.0,3,239
5845,Battarahalli,1779.0,3,90.0,3,40
5846,Banaswadi,870.0,2,38.0,2,34
5847,Thanisandra,1595.0,3,120.0,3,223
5848,Iblur Village,2000.0,4,138.0,3,114
5849,Yelahanka,1614.0,3,93.0,3,241
5850,Gottigere,1200.0,2,40.0,2,87
5851,Electronic City Phase II,1150.0,3,46.0,3,79
5852,Sonnenahalli,1610.0,3,80.48,3,218
5853,Whitefield,1190.0,2,41.0,2,239
5854,others,1050.0,2,50.0,2,245
5855,7th Phase JP Nagar,1460.0,2,97.0,3,7
5856,Naganathapura,600.0,1,33.0,1,178
5857,others,1569.0,3,70.0,3,245
5858,others,2600.0,3,147.0,3,245
5859,Electronics City Phase 1,645.0,1,42.5,1,80
5860,Marathahalli,1350.0,2,90.0,2,169
5861,others,1410.0,2,45.12,3,245
5862,Whitefield,1109.0,2,35.47,2,239
5863,Bannerghatta Road,1215.0,2,68.0,2,37
5864,Varthur Road,1255.0,2,52.76,2,232
5865,others,1020.0,2,49.0,2,245
5866,others,1225.0,2,82.0,3,245
5867,Singasandra,1120.0,2,60.0,2,215
5868,Kasavanhalli,1225.0,2,69.0,3,138
5869,Whitefield,5200.0,5,242.0,4,239
5870,Sarjapur  Road,1984.0,4,145.0,3,207
5871,Old Madras Road,2425.0,3,197.0,3,188
5872,Bommasandra,1127.0,2,45.0,2,51
5873,Whitefield,1655.0,3,97.0,3,239
5874,Varthur,1200.0,3,68.38,3,231
5875,Kaggadasapura,1000.0,2,43.0,2,125
5876,CV Raman Nagar,1225.0,2,47.88,2,56
5877,Hormavu,1350.0,2,45.0,2,106
5878,Sahakara Nagar,1175.0,2,49.0,2,203
5879,others,655.0,1,27.0,1,245
5880,Hosa Road,1311.0,2,84.86,3,107
5881,CV Raman Nagar,1000.0,2,38.5,2,56
5882,others,1196.0,2,96.0,2,245
5883,Kanakpura Road,1050.0,2,59.0,3,135
5884,Somasundara Palya,1275.0,2,52.0,3,216
5885,others,927.0,2,50.0,2,245
5886,Varthur,1520.0,2,61.0,3,231
5887,Hebbal,1333.0,2,104.0,2,98
5888,others,600.0,1,18.0,1,245
5889,Sarjapur  Road,2582.5,0,85.125,3,207
5890,Koramangala,1100.0,2,85.0,2,152
5891,Haralur Road,1650.0,3,100.0,3,96
5892,Kasavanhalli,1917.0,3,132.0,3,138
5893,Billekahalli,950.0,2,58.11,2,47
5894,others,1175.0,2,48.72,2,245
5895,8th Phase JP Nagar,1089.0,2,43.55,2,8
5896,Hoodi,1257.0,2,68.5,2,103
5897,Sarjapur,650.0,1,19.87,1,206
5898,Whitefield,1850.0,3,150.0,3,239
5899,others,2800.0,4,200.0,4,245
5900,Vidyaranyapura,945.0,2,40.0,2,234
5901,Koramangala,1161.0,2,63.85,2,152
5902,Banashankari Stage V,1630.0,3,51.35,3,32
5903,Jalahalli,1310.0,2,60.0,3,118
5904,others,750.0,2,28.0,2,245
5905,Whitefield,1200.0,3,67.77,3,239
5906,others,1000.0,2,45.0,2,245
5907,Old Madras Road,4000.0,4,225.0,4,188
5908,Nagavara,1315.0,2,70.0,2,182
5909,Sahakara Nagar,1370.0,2,90.0,3,203
5910,Bellandur,1465.0,3,90.0,2,43
5911,Padmanabhanagar,1250.0,2,70.0,3,189
5912,Horamavu Agara,1284.0,2,75.0,3,104
5913,Hebbal,2600.0,3,199.0,3,98
5914,Kodigehalli,1820.0,3,150.0,3,148
5915,Haralur Road,1580.0,3,73.0,3,96
5916,Akshaya Nagar,2650.0,3,125.0,3,12
5917,Uttarahalli,1075.0,2,40.0,2,230
5918,R.T. Nagar,1400.0,2,78.0,3,195
5919,Subramanyapura,1400.0,2,55.0,3,219
5920,Bisuvanahalli,845.0,2,30.0,2,49
5921,Sarjapur,5608.5,6,385.5,4,206
5922,Gunjur,1175.0,2,43.48,2,90
5923,Bellandur,1767.0,3,109.0,3,43
5924,Sarjapur  Road,1800.0,3,90.0,4,207
5925,Whitefield,1290.0,2,90.0,2,239
5926,Kasavanhalli,1375.0,2,78.0,2,138
5927,others,985.0,2,57.0,2,245
5928,Singasandra,1099.0,2,37.5,2,215
5929,others,3600.0,7,160.0,7,245
5930,Marathahalli,1200.0,2,53.0,2,169
5931,Hulimavu,1000.0,2,45.0,2,111
5932,Electronic City,1159.0,2,38.0,3,78
5933,BTM Layout,1540.0,2,78.0,3,26
5934,others,1503.0,2,93.0,3,245
5935,Ambedkar Nagar,1850.0,4,120.0,3,14
5936,Uttarahalli,1580.0,3,60.0,3,230
5937,Mico Layout,1190.0,2,39.25,2,172
5938,others,1200.0,2,61.0,2,245
5939,others,1500.0,2,52.0,3,245
5940,Thanisandra,1880.0,3,120.0,3,223
5941,Padmanabhanagar,1150.0,2,45.0,2,189
5942,Kasavanhalli,4408.0,4,344.0,4,138
5943,Sarjapur  Road,7800.0,6,385.0,5,207
5944,others,1765.0,3,77.27,3,245
5945,Bannerghatta Road,1894.0,3,115.0,3,37
5946,Sector 7 HSR Layout,1760.0,3,142.0,3,211
5947,others,1768.0,3,95.0,3,245
5948,Kothanur,1790.0,3,97.0,3,154
5949,Kengeri,2540.0,4,160.0,4,143
5950,Mahadevpura,1137.0,2,53.4,2,164
5951,Jakkur,4305.905,0,229.0,4,117
5952,Mysore Road,1568.0,2,100.0,3,175
5953,Devanahalli,7370.0,4,393.5,4,68
5954,AECS Layout,1308.0,2,60.0,2,10
5955,Bisuvanahalli,1200.0,2,41.0,3,49
5956,others,800.0,1,32.0,1,245
5957,others,3000.0,6,145.0,7,245
5958,Subramanyapura,958.0,2,33.53,2,219
5959,Talaghattapura,2273.0,3,159.0,3,222
5960,Thanisandra,760.0,1,50.0,1,223
5961,Dommasandra,1090.0,2,43.5,2,76
5962,Sarjapur  Road,1550.0,2,89.0,3,207
5963,Ramagondanahalli,1251.0,2,50.0,2,200
5964,Electronic City,1070.0,2,53.0,2,78
5965,Kalena Agrahara,1200.0,2,45.0,2,128
5966,CV Raman Nagar,1435.0,2,60.0,3,56
5967,Bommasandra,1400.0,2,45.0,3,51
5968,Judicial Layout,2330.0,3,94.71,4,121
5969,Thanisandra,1200.0,2,60.0,2,223
5970,Panathur,1000.0,2,40.0,2,191
5971,Bannerghatta Road,1655.0,2,62.89,3,37
5972,Raja Rajeshwari Nagar,3600.0,9,240.0,9,197
5973,others,600.0,1,35.0,1,245
5974,Electronics City Phase 1,1175.0,2,50.0,2,80
5975,Uttarahalli,1155.0,2,40.43,2,230
5976,Magadi Road,1200.0,3,98.0,3,163
5977,Budigere,1149.0,2,65.0,2,55
5978,Jakkur,2550.0,0,98.485,3,117
5979,others,1010.0,2,55.0,2,245
5980,Hegde Nagar,1718.0,3,119.0,3,100
5981,others,650.0,1,20.0,2,245
5982,Banashankari,1330.0,2,77.0,2,29
5983,Hormavu,1200.0,2,68.0,2,106
5984,Bannerghatta Road,1693.0,3,89.0,3,37
5985,Thanisandra,1800.0,4,125.0,3,223
5986,Margondanahalli,900.0,2,55.0,2,170
5987,NGR Layout,1020.0,2,46.0,2,176
5988,Amruthahalli,1700.0,3,77.0,3,15
5989,Panathur,661.0,1,40.0,1,191
5990,Bannerghatta Road,1280.0,2,60.16,2,37
5991,Hosur Road,1170.0,2,48.0,2,110
5992,Thanisandra,933.0,2,58.0,1,223
5993,Sarjapur  Road,1150.0,2,44.0,2,207
5994,Banjara Layout,1050.0,2,64.8,2,35
5995,others,1080.0,2,37.8,2,245
5996,Harlur,1303.0,2,90.0,2,97
5997,Raja Rajeshwari Nagar,1196.0,2,40.54,2,197
5998,Nagarbhavi,2500.0,3,180.0,5,180
5999,Bommanahalli,1250.0,3,41.0,3,50
6000,Akshaya Nagar,1419.0,2,87.0,3,12
6001,Banashankari,1200.0,2,49.0,2,29
6002,7th Phase JP Nagar,1120.0,2,65.0,2,7
6003,Electronics City Phase 1,1140.0,1,45.4,1,80
6004,Electronics City Phase 1,1245.0,2,75.0,2,80
6005,Channasandra,1093.0,2,34.0,2,59
6006,Hebbal,1345.0,2,97.0,2,98
6007,others,1500.0,2,45.0,2,245
6008,Vijayanagar,1180.0,2,86.0,2,235
6009,others,1800.0,3,85.0,3,245
6010,Kothannur,1240.0,2,39.85,3,153
6011,CV Raman Nagar,1020.0,2,55.0,2,56
6012,others,2095.0,3,142.0,3,245
6013,Gunjur,1362.0,3,62.63,3,90
6014,Yelahanka,694.0,1,30.84,1,241
6015,Vittasandra,1404.0,2,70.0,2,238
6016,Electronic City Phase II,1192.0,2,47.0,3,79
6017,Vittasandra,1259.0,2,67.48,2,238
6018,Kengeri,1000.0,2,34.0,2,143
6019,Rachenahalli,985.0,2,49.97,2,196
6020,Indira Nagar,850.0,1,60.0,1,115
6021,Uttarahalli,1650.0,2,50.0,3,230
6022,Ambedkar Nagar,1367.0,2,86.0,2,14
6023,Rajaji Nagar,1210.0,2,81.0,3,198
6024,others,1190.0,2,48.6,2,245
6025,Sarjapur,1175.0,2,42.0,2,206
6026,Whitefield,1140.0,2,40.0,2,239
6027,Hoskote,1095.0,2,33.6,2,109
6028,Gubbalala,1435.0,2,80.0,3,89
6029,Choodasandra,725.0,2,36.0,2,63
6030,others,1600.0,2,88.0,3,245
6031,Nehru Nagar,1674.0,3,90.0,3,185
6032,Kanakpura Road,1703.0,3,130.0,3,135
6033,Padmanabhanagar,1350.0,3,71.55,3,189
6034,Horamavu Agara,1145.0,2,41.21,2,104
6035,7th Phase JP Nagar,1100.0,3,60.0,2,7
6036,Sarjapur  Road,2425.0,5,201.0,4,207
6037,Kothanur,2700.0,4,175.0,4,154
6038,Kanakpura Road,1600.0,3,90.0,3,135
6039,Horamavu Agara,1250.0,4,100.0,4,104
6040,Laggere,620.0,2,48.0,1,160
6041,Raja Rajeshwari Nagar,1630.0,3,60.65,3,197
6042,Hennur Road,1020.0,2,45.0,2,102
6043,Hosakerehalli,1410.0,2,53.58,3,108
6044,KR Puram,1200.0,4,83.0,4,122
6045,Banaswadi,1200.0,2,60.0,2,34
6046,Old Airport Road,1050.0,2,50.0,2,187
6047,Whitefield,1356.0,2,94.84,2,239
6048,Whitefield,1338.0,2,103.0,2,239
6049,others,500.0,1,20.0,1,245
6050,others,1280.0,2,100.0,3,245
6051,Raja Rajeshwari Nagar,1531.0,3,51.77,3,197
6052,Anekal,620.0,1,23.5,2,18
6053,8th Phase JP Nagar,1605.0,2,65.0,3,8
6054,Thanisandra,1917.0,3,110.0,3,223
6055,Sarjapur  Road,1400.0,3,55.0,3,207
6056,Thubarahalli,2625.0,3,175.0,3,225
6057,Hennur Road,2041.0,3,128.0,3,102
6058,Sarjapur  Road,2070.0,4,160.0,3,207
6059,Hebbal,1110.0,3,59.0,3,98
6060,others,1650.0,3,110.0,3,245
6061,Ambedkar Nagar,3565.0,4,255.0,4,14
6062,Varthur Road,1033.0,2,30.47,3,232
6063,HSR Layout,1142.0,2,65.0,2,95
6064,others,1500.0,2,75.0,3,245
6065,Electronic City Phase II,1502.0,3,50.0,3,79
6066,others,1176.0,2,45.0,3,245
6067,Hosa Road,1063.0,2,32.8,2,107
6068,Kammanahalli,1100.0,2,60.0,2,132
6069,others,1044.0,2,85.0,2,245
6070,6th Phase JP Nagar,1216.0,2,60.0,2,6
6071,others,1425.0,3,55.0,3,245
6072,Hosur Road,1345.0,2,108.0,2,110
6073,Bellandur,3600.0,4,245.0,4,43
6074,Uttarahalli,1025.0,2,35.88,2,230
6075,Lakshminarayana Pura,3050.0,2,90.0,3,161
6076,Kadubeesanahalli,1424.0,2,75.0,3,123
6077,others,1285.0,2,45.0,2,245
6078,Babusapalaya,1450.0,2,55.99,2,27
6079,Raja Rajeshwari Nagar,1160.0,2,70.0,2,197
6080,others,2000.0,2,95.0,3,245
6081,Uttarahalli,1125.0,2,47.65,2,230
6082,Old Madras Road,3900.0,4,175.0,4,188
6083,Raja Rajeshwari Nagar,1133.0,2,38.37,2,197
6084,Arekere,1240.0,2,60.0,2,21
6085,Devanahalli,1466.0,3,77.59,3,68
6086,Akshaya Nagar,1300.0,2,54.0,2,12
6087,Thanisandra,1996.0,4,123.0,3,223
6088,others,1320.0,2,55.0,3,245
6089,Sarjapur  Road,1435.0,3,90.0,3,207
6090,Rayasandra,1601.0,3,70.0,3,202
6091,Kadubeesanahalli,1257.0,2,93.0,2,123
6092,Iblur Village,3596.0,5,260.0,4,114
6093,Kasavanhalli,1309.0,2,95.0,2,138
6094,Yeshwanthpur,1362.0,2,100.0,2,244
6095,Whitefield,1115.0,2,55.0,2,239
6096,others,1322.0,2,61.99,2,245
6097,others,1450.0,2,65.0,3,245
6098,Banashankari,1185.0,2,67.0,2,29
6099,7th Phase JP Nagar,1790.0,3,120.0,3,7
6100,Whitefield,3450.0,4,208.0,3,239
6101,Devanahalli,775.0,1,39.0,1,68
6102,Hoodi,1000.0,2,48.0,2,103
6103,Thanisandra,1183.0,2,77.25,2,223
6104,others,425.0,1,15.0,1,245
6105,others,820.0,2,30.0,2,245
6106,Ramagondanahalli,1151.0,2,43.6,2,200
6107,Hulimavu,1320.0,2,59.0,3,111
6108,others,1450.0,3,68.0,3,245
6109,Hegde Nagar,1847.0,3,123.0,3,100
6110,Devanahalli,1020.0,2,49.87,1,68
6111,Somasundara Palya,1650.0,3,95.0,3,216
6112,Electronic City,2400.0,2,78.0,3,78
6113,Mysore Road,1360.0,3,47.6,3,175
6114,Brookefield,1089.0,2,49.0,2,54
6115,Yelahanka,1115.0,2,60.0,2,241
6116,Kudlu Gate,1215.0,2,45.0,2,156
6117,Sarjapur  Road,1194.0,2,51.0,2,207
6118,Kannamangala,1536.0,3,104.0,3,136
6119,Electronic City,1571.0,3,83.0,3,78
6120,others,900.0,1,70.0,2,245
